District ID,District Name,School ID,School Name,Principal,Grades,School Type,County,Student Enrollment,Ever English Learners,Languages Spoken,Students with Disabilities,Free/Reduced Priced Lunch,Required Immunizations,Teachers,Educational Assistants,Counselors,Average Teacher Turnover Rate,Teacher Experience,Same Principal in the Last 3 Years,Class Size,Class Size Change from Last Year,Class Size Change Value,Oregon Class Size Average,Regular Attenders,Regular Attenders Change from Last Year,Regular Attenders Change Value,Oregon Regular Attenders Average,Individual Student Progress,English Language Arts,ELA Change from Last Year,ELA Change Value,Oregon ELA Average,Mathematics,Mathematics Change from Last Year,Mathematics Change Value,Oregon Mathematics Average,On-Track to Graduate,On-Track to Graduate Change from Last Year,On-Track to Graduate Change Value,Oregon On-Track to Graduate Average,On-Time Graduation,On-Time Graduation Change from Last Year,On-Time Graduation Change Value,Oregon On-Time Graduation Average,Five-Year Completion,Five-Year Completion Change from Last Year,Five-Year Completion Change Value,Oregon Five-Year Completion Average,College Going,College Going Change from Last Year,College Going Change Value,Oregon College Going Average
2043,Eagle Point SD 9,390,Hillside Elementary,Jodi Salinas,Grade(s) K-5,E,Jackson,489,<5%,4,15%,>95%,92%,23,19,0,21%,83%,Yes,25,Increase,1,25,91%,Increase,5%,80%,Average,40%,Decrease,3%,51%,32%,Increase,1%,43%,,,,,,,,,,,,,,,,
2043,Eagle Point SD 9,3147,Lake Creek Learning Center,Joni Parsons,Grade(s) K-5,E,Jackson,48,*,3,*,40%,80%,3,2,0,11%,67%,No,18,No Change,,25,86%,No Change,,80%,Average,53%,Decrease,20%,51%,53%,Decrease,2%,43%,,,,,,,,,,,,,,,,
2043,Eagle Point SD 9,393,Shady Cove School,Amy Isackson,Grade(s) K-8,E,Jackson,250,*,6,14%,>95%,89%,14,7,0,22%,71%,Yes,19.5,Decrease,1,25,87%,Increase,2%,80%,High,51%,Increase,14%,52%,27%,Increase,5%,41%,,,,,,,,,,,,,,,,
2043,Eagle Point SD 9,394,Table Rock Elementary,Valerie Shehorn,Grade(s) K-5,E,Jackson,788,36%,7,13%,>95%,94%,40,23,0,35%,44%,No,24,Decrease,1,25,94%,Increase,9%,80%,Low,26%,Decrease,3%,51%,15%,Decrease,5%,43%,,,,,,,,,,,,,,,,
2043,Eagle Point SD 9,4378,URCEO-Upper Rogue Center for Educational Opportunities,Andy Kovach,Grade(s) 9-12,H,Jackson,72,*,2,14%,>95%,96%,5,<1,0,55%,40%,Yes,3,Decrease,3,25,84%,Increase,30%,80%,,,,,,,,,,,Unavailable,,85%,6%,Increase,6%,79%,53%,Increase,4%,85%,,Unavailable,,
2043,Eagle Point SD 9,4021,White Mountain Middle School,Karina Rizo,Grade(s) 6-8,M,Jackson,330,41%,5,16%,>95%,97%,19,11,0,25%,74%,Yes,24,No Change,,25,95%,Increase,4%,80%,High,46%,No Change,,54%,21%,Decrease,1%,39%,,,,,,,,,,,,,,,,
2203,Echo SD 5,3433,Echo School,Keith Holman,Grade(s) K-12,H,Umatilla,278,<5%,2,17%,47%,94%,17,7,0,11%,95%,Yes,13,Decrease,1,25,88%,Increase,2%,80%,,,,,,,,,,94%,Decrease,>1%,85%,88%,Increase,7%,79%,90%,Increase,2%,85%,47%,Increase,15%,62%
2217,Elgin SD 23,1083,Elgin High School,Rob Shell,Grade(s) 7-12,H,Union,161,*,1,15%,63%,82%,13,3,0,28%,69%,No,14,Increase,1,25,80%,Increase,1%,80%,,,,,,,,,,82%,Increase,4%,85%,86%,Decrease,8%,79%,94%,Increase,2%,85%,35%,No Change,,62%
2217,Elgin SD 23,1082,Stella Mayfield Elementary School,Dianne Greif,Grade(s) K-6,E,Union,216,*,1,12%,48%,82%,16,3,0,13%,73%,No,20,Decrease,1,25,93%,Increase,22%,80%,High,43%,Decrease,2%,51%,33%,Decrease,12%,42%,,,,,,,,,,,,,,,,
1998,Elkton SD 34,302,Elkton Charter School,Andy Boe,Grade(s) K-12,H,Douglas,244,*,2,11%,59%,90%,18,4,0,13%,75%,Yes,16,Decrease,2,25,69%,Decrease,4%,80%,,,,,,,,,,81%,Decrease,>14%,85%,85%,Increase,2%,79%,87%,Increase,7%,85%,37%,Decrease,16%,62%
2221,Enterprise SD 21,1090,Enterprise Elementary School,Erika  Pinkerton,Grade(s) K-6,E,Wallowa,214,*,1,19%,38%,94%,14,10,0,4%,93%,Yes,18,Decrease,2,25,87%,Decrease,2%,80%,High,61%,Increase,3%,51%,48%,Increase,2%,42%,,,,,,,,,,,,,,,,
2221,Enterprise SD 21,1091,Enterprise High School,Blake Carlsen,Grade(s) 7-12,H,Wallowa,216,*,1,16%,33%,93%,13,4,0,6%,93%,Yes,15,Increase,1,25,69%,Decrease,3%,80%,,,,,,,,,,88%,Decrease,5%,85%,97%,Increase,8%,79%,91%,Decrease,2%,85%,61%,Decrease,3%,62%
1930,Estacada SD 108,131,Clackamas River Elementary School,Amy Hudson,Grade(s) K-5,E,Clackamas,414,<5%,4,11%,43%,96%,22,5,1,17%,74%,Yes,25,Increase,1,25,84%,Increase,1%,80%,Average,45%,Decrease,7%,51%,32%,Decrease,4%,43%,,,,,,,,,,,,,,,,
1930,Estacada SD 108,135,Estacada High School,Bill Blevins,Grade(s) 9-12,H,Clackamas,449,13%,10,17%,40%,96%,23,7,1,19%,79%,No,21,Decrease,1,25,82%,No Change,,80%,,,,,,,,,,67%,Increase,1%,85%,81%,Increase,5%,79%,83%,Increase,1%,85%,61%,Decrease,8%,62%
1930,Estacada SD 108,134,Estacada Middle School,Benjamin Hargrave,Grade(s) 6-8,M,Clackamas,407,12%,5,16%,47%,96%,18,5,1,26%,67%,No,31,Increase,5,25,75%,Decrease,2%,80%,Average,43%,Increase,4%,54%,27%,Increase,4%,39%,,,,,,,,,,,,,,,,
1930,Estacada SD 108,132,River Mill Elementary School,Jennifer Behrman,Grade(s) K-5,E,Clackamas,394,16%,10,14%,46%,93%,22,6,1,29%,61%,Yes,25,Increase,2,25,77%,Increase,3%,80%,High,47%,Increase,5%,51%,41%,Increase,4%,43%,,,,,,,,,,,,,,,,
1930,Estacada SD 108,4760,Summit Community College High School,Sean Gallagher,Grade(s) 9-12,H,Clackamas,155,40%,5,*,*,0%,0,0,0,-1,-1,No,*,Unavailable,,,>95%,No Change,,80%,,,,,,,,,,,Unavailable,,85%,19%,Decrease,1%,79%,57%,Increase,2%,85%,57%,Decrease,2%,62%
1930,Estacada SD 108,4670,Summit Learning Charter,Sean Gallagher,Grade(s) K-12,H,Clackamas,1078,8%,13,<5%,10%,69%,17,0,1,14%,89%,Yes,8,No Change,,25,94%,Decrease,>1%,80%,,,,,,,,,,94%,Decrease,>1%,85%,94%,Increase,11%,79%,94%,Increase,10%,85%,64%,Decrease,2%,62%
2082,Eugene SD 4J,503,Adams Elementary School,Teresa Martindale,Grade(s) K-5,E,Lane,469,<5%,11,18%,41%,89%,23,12,1,19%,79%,Yes,26,Decrease,1,25,88%,Increase,1%,80%,Average,65%,Increase,3%,51%,56%,Decrease,1%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,4554,Arts and Technology Academy at Jefferson,Larry Williams,Grade(s) 6-8,M,Lane,422,7%,7,18%,>95%,88%,20,10,1,18%,86%,No,28,Decrease,1,25,80%,Increase,1%,80%,High,62%,Increase,6%,54%,45%,Increase,12%,39%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,504,Awbrey Park Elementary School,Mike Riplinger,Grade(s) K-5,E,Lane,452,<5%,7,14%,51%,97%,22,9,1,16%,87%,Yes,26,Increase,3,25,85%,Increase,4%,80%,Average,49%,Decrease,11%,51%,46%,Increase,4%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,1241,Buena Vista Elementary School,Melissa Ibarra,Grade(s) K-5,E,Lane,441,15%,11,5%,34%,97%,19,4,1,23%,68%,Yes,26,Increase,1,25,91%,Increase,1%,80%,Average,54%,Decrease,5%,51%,58%,Increase,3%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,506,Cal Young Middle School,Chris Mitchell,Grade(s) 6-8,M,Lane,504,5%,16,10%,34%,96%,21,4,1,23%,92%,No,29,Decrease,2,25,85%,No Change,,80%,Average,61%,Decrease,2%,54%,49%,Decrease,7%,39%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,4739,Camas Ridge Community Elementary,Kevin Gordon,Grade(s) K-5,E,Lane,362,7%,12,12%,46%,83%,19,6,0,15%,80%,Yes,25.5,Decrease,1,25,82%,Decrease,2%,80%,Average,59%,Decrease,5%,51%,43%,Decrease,11%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,4146,Cesar Chavez Elementary School,Deirdre Pearson,Grade(s) K-5,E,Lane,409,15%,8,22%,>95%,92%,26,17,0,16%,89%,No,23,Decrease,1,25,72%,Increase,1%,80%,Average,43%,Decrease,5%,51%,30%,Increase,2%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,1240,Charlemagne French Immersion Elementary School,Courtney Leonard,Grade(s) K-5,E,Lane,340,*,17,8%,17%,92%,16,4,1,11%,89%,No,29,No Change,,25,92%,Decrease,2%,80%,High,82%,Decrease,1%,51%,80%,Increase,2%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,5408,Chinese Language Immersion School,Jennifer Hebard,Grade(s) K-5,E,Lane,53,*,4,*,32%,88%,3,<1,0,100%,67%,Yes,17,Decrease,4,25,87%,Increase,11%,80%,*,,Unavailable,,51%,,Unavailable,,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,540,Churchill High School,Greg Borgerding,Grade(s) 9-12,H,Lane,1057,8%,15,13%,49%,93%,48,8,4,15%,89%,Yes,25,Decrease,1,25,66%,Decrease,4%,80%,,,,,,,,,,89%,Increase,1%,85%,81%,Decrease,5%,79%,92%,Increase,2%,85%,69%,Increase,3%,62%
2082,Eugene SD 4J,507,Coburg Community Charter School,Lisa Jager,Grade(s) K-8,E,Lane,225,*,5,8%,5%,96%,10,2,<1,0%,100%,Yes,25,No Change,,25,>95%,Increase,>3%,80%,High,72%,Decrease,6%,52%,69%,Decrease,9%,41%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,1242,Corridor Elementary School,Tom Piowaty,Grade(s) K-5,E,Lane,172,*,2,17%,55%,90%,11,5,<1,23%,85%,Yes,23,Decrease,3,25,79%,Decrease,3%,80%,Average,41%,Decrease,8%,51%,40%,Decrease,5%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,1774,Edgewood Community Elementary School,Jim Moore,Grade(s) K-5,E,Lane,388,*,9,16%,29%,91%,20,7,1,23%,82%,No,25,Decrease,1,25,89%,No Change,,80%,High,72%,Increase,11%,51%,54%,Increase,4%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,510,Edison Elementary School,Scott Marsh,Grade(s) K-5,E,Lane,318,7%,16,13%,43%,88%,16,6,1,23%,89%,No,26,Increase,1,25,86%,Increase,1%,80%,High,76%,Decrease,1%,51%,64%,Decrease,6%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,537,Eugene Education Options,Paula Nolan,Grade(s) 9-12,H,Lane,216,6%,4,22%,69%,92%,16,3,1,23%,71%,Yes,10,Decrease,3,25,5%,Decrease,2%,80%,,,,,,,,,,,Unavailable,,85%,21%,Increase,2%,79%,58%,Decrease,6%,85%,37%,Increase,6%,62%
2082,Eugene SD 4J,1339,Family School,Jennifer Hebard,Grade(s) K-5,E,Lane,164,*,5,18%,62%,60%,9,3,0,21%,85%,Yes,25,Increase,1,25,78%,Decrease,2%,80%,High,58%,Decrease,4%,51%,46%,Decrease,6%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,513,Gilham Elementary School,Gina Wilde,Grade(s) K-5,E,Lane,545,5%,11,15%,39%,95%,27,15,1,22%,71%,Yes,25,No Change,,25,88%,Increase,3%,80%,High,62%,Decrease,2%,51%,43%,Decrease,2%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,4157,Holt Elementary School,Dan Sterling,Grade(s) K-5,E,Lane,547,7%,9,19%,59%,95%,29,11,1,20%,79%,No,25,Decrease,1,25,79%,No Change,,80%,Average,53%,Increase,2%,51%,44%,Decrease,1%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,515,Howard Elementary School,Allan Chinn,Grade(s) K-5,E,Lane,502,7%,6,19%,>95%,96%,29,23,1,17%,87%,Yes,23,Decrease,5,25,78%,Decrease,2%,80%,Low,33%,Decrease,10%,51%,25%,Decrease,4%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,518,Kelly Middle School,Juan Cuadros,Grade(s) 6-8,M,Lane,411,12%,9,11%,72%,94%,19,4,1,10%,95%,Yes,28,Increase,3,25,79%,Increase,1%,80%,Low,35%,Decrease,8%,54%,25%,Decrease,6%,39%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,519,Kennedy Middle School,Morgan Christensen,Grade(s) 6-8,M,Lane,372,9%,11,15%,57%,93%,16,4,1,13%,89%,No,31,Increase,2,25,82%,Increase,1%,80%,Average,56%,Decrease,3%,54%,41%,Decrease,1%,39%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,520,Madison Middle School,Peter Barsotti,Grade(s) 6-8,M,Lane,416,<5%,4,14%,52%,96%,20,5,1,19%,86%,No,29,Decrease,2,25,76%,Decrease,4%,80%,Average,54%,Increase,1%,54%,36%,Decrease,5%,39%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,522,McCornack Elementary School,Londa Rochholz,Grade(s) K-5,E,Lane,328,14%,11,14%,>95%,96%,17,9,1,15%,78%,Yes,27,Increase,3,25,82%,No Change,,80%,High,48%,Decrease,2%,51%,41%,Decrease,3%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,524,Monroe Middle School,Sun Saeteurn,Grade(s) 6-8,M,Lane,559,7%,10,11%,45%,97%,23,4,1,18%,83%,Yes,32,Increase,4,25,82%,Increase,1%,80%,Average,58%,Decrease,6%,54%,39%,Decrease,7%,39%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,4041,Network Charter School,Melissa Palma,Grade(s) 7-12,H,Lane,114,*,4,22%,>95%,88%,8,2,1,6%,100%,No,12.5,Increase,1,25,28%,Decrease,7%,80%,,,,,,,,,,35%,Increase,11%,85%,22%,Decrease,9%,79%,68%,Increase,10%,85%,75%,Unavailable,,62%
2082,Eugene SD 4J,536,North Eugene High School,Iton-Etok Udosenata,Grade(s) 9-12,H,Lane,910,6%,13,15%,51%,97%,43,8,4,14%,82%,No,24,Increase,1,25,70%,Increase,3%,80%,,,,,,,,,,86%,Increase,4%,85%,81%,Increase,10%,79%,82%,Decrease,2%,85%,68%,Increase,3%,62%
2082,Eugene SD 4J,3233,Ridgeline Montessori,Sharon Martin,Grade(s) K-8,E,Lane,240,*,6,12%,33%,69%,9,9,<1,3%,83%,Yes,29,Increase,1,25,88%,Increase,3%,80%,High,82%,Decrease,2%,52%,60%,Increase,1%,41%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,525,River Road/El Camino del Rio Elementary School,Karen Ramirez Gutierrez,Grade(s) K-5,E,Lane,368,32%,4,9%,>95%,89%,20,8,1,16%,76%,Yes,25,Decrease,1,25,92%,Increase,7%,80%,Average,40%,Increase,2%,51%,23%,Increase,1%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,526,Roosevelt Middle School,Eric Anderson,Grade(s) 6-8,M,Lane,568,<5%,21,7%,29%,90%,22,2,1,15%,87%,No,33,Increase,1,25,86%,Increase,1%,80%,Average,68%,Decrease,7%,54%,62%,Decrease,5%,39%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,538,Sheldon High School,Mike Ingman,Grade(s) 9-12,H,Lane,1363,<5%,17,11%,28%,98%,62,18,4,13%,96%,No,27,No Change,,25,76%,No Change,,80%,,,,,,,,,,91%,No Change,,85%,88%,No Change,,79%,93%,Decrease,1%,85%,73%,Increase,2%,62%
2082,Eugene SD 4J,539,South Eugene High School,Carey Killen,Grade(s) 9-12,H,Lane,1452,<5%,25,8%,25%,87%,61,9,4,14%,87%,No,29,Increase,1,25,77%,Increase,2%,80%,,,,,,,,,,96%,No Change,,85%,91%,Increase,1%,79%,94%,Increase,2%,85%,82%,Increase,9%,62%
2082,Eugene SD 4J,528,Spencer Butte Middle School,Peter Tromba,Grade(s) 6-8,M,Lane,431,<5%,14,17%,32%,90%,18,3,1,14%,95%,No,31,Increase,4,25,85%,Increase,3%,80%,High,68%,Decrease,6%,54%,64%,Decrease,8%,39%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,529,Spring Creek Elementary School,Sebastian Bolden,Grade(s) K-5,E,Lane,291,<5%,5,23%,56%,94%,17,13,1,19%,74%,No,24,Decrease,1,25,76%,Decrease,3%,80%,Average,40%,Decrease,1%,51%,33%,Decrease,4%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,530,Twin Oaks Elementary School,Denisa Taylor,Grade(s) K-5,E,Lane,236,5%,10,13%,44%,96%,12,4,<1,29%,73%,No,25,Decrease,3,25,90%,Decrease,1%,80%,Low,55%,Increase,1%,51%,38%,Increase,4%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,1861,Twin Rivers Charter School,Jay Breslow,Grade(s) 8-12,H,Lane,39,*,1,41%,*,95%,3,0,0,37%,100%,Yes,13,No Change,,25,67%,Increase,11%,80%,,,,,,,,,,,Unavailable,,85%,44%,Increase,44%,79%,50%,Unavailable,,85%,,Unavailable,,
2082,Eugene SD 4J,3229,Village School,Sarah Lewenberg,Grade(s) K-8,E,Lane,225,*,3,11%,63%,33%,7,3,<1,10%,100%,Yes,26,No Change,,25,79%,No Change,,80%,High,65%,No Change,,52%,54%,Decrease,13%,41%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,534,Willagillespie Elementary School,Sheila Minney,Grade(s) K-5,E,Lane,518,6%,11,17%,48%,95%,26,13,1,11%,81%,Yes,28,Increase,4,25,84%,No Change,,80%,Average,57%,No Change,,51%,54%,Decrease,9%,43%,,,,,,,,,,,,,,,,
2082,Eugene SD 4J,1259,Yujin Gakuen Elementary School,Tom Piowaty,Grade(s) K-5,E,Lane,313,14%,11,<5%,36%,94%,13,2,<1,11%,87%,Yes,26,Decrease,1,25,90%,Increase,2%,80%,High,67%,Increase,1%,51%,66%,No Change,,43%,,,,,,,,,,,,,,,,
2193,Falls City SD 57,1005,Falls City Elementary School,Art Houghtaling,Grade(s) K-8,E,Polk,115,*,1,19%,>95%,84%,11,4,0,41%,36%,No,12,Decrease,4,25,76%,Increase,7%,80%,Low,19%,Decrease,5%,52%,13%,Decrease,3%,41%,,,,,,,,,,,,,,,,
2193,Falls City SD 57,1006,Falls City High School,Art Houghtaling,Grade(s) 9-12,H,Polk,73,*,2,22%,>95%,92%,8,<1,0,16%,75%,No,9.5,Decrease,3,25,56%,Increase,2%,80%,,,,,,,,,,75%,Increase,8%,85%,71%,Decrease,4%,79%,83%,Decrease,11%,85%,,Unavailable,,62%
2084,Fern Ridge SD 28J,563,Elmira Elementary School,Michelle Marshall,Grade(s) K-5,E,Lane,278,*,1,18%,56%,92%,15,14,0,17%,79%,Yes,24,Decrease,1,25,86%,No Change,,80%,Average,52%,Decrease,3%,51%,44%,Increase,1%,43%,,,,,,,,,,,,,,,,
2084,Fern Ridge SD 28J,567,Elmira High School,Richard Gardner,Grade(s) 9-12,H,Lane,368,*,1,14%,39%,96%,22,5,1,10%,95%,No,19,No Change,,25,82%,No Change,,80%,,,,,,,,,,76%,Decrease,10%,85%,92%,Increase,3%,79%,92%,Increase,4%,85%,66%,Increase,15%,62%
2084,Fern Ridge SD 28J,564,Fern Ridge Middle School,Olivia Johnson,Grade(s) 6-8,M,Lane,350,<5%,1,15%,52%,91%,16,6,1,16%,80%,No,26.5,No Change,,25,83%,Increase,2%,80%,Average,46%,Increase,1%,54%,29%,Increase,4%,39%,,,,,,,,,,,,,,,,
2084,Fern Ridge SD 28J,566,Veneta Elementary School,Lisa Leatham,Grade(s) K-5,E,Lane,372,*,1,17%,54%,96%,17,13,0,9%,88%,No,25,Increase,1,25,83%,Increase,3%,80%,Average,50%,Increase,1%,51%,45%,Increase,5%,43%,,,,,,,,,,,,,,,,
2084,Fern Ridge SD 28J,4045,West Lane Technology Learning Center,Ron Osibov,Grade(s) 9-12,H,Lane,113,*,1,26%,52%,99%,3,0,0,32%,67%,No,23,Increase,8,25,58%,Increase,9%,80%,,,,,,,,,,,Unavailable,,85%,10%,Increase,8%,79%,14%,Decrease,13%,85%,,Unavailable,,62%
2241,Forest Grove SD 15,1128,Cornelius Elementary School,Angella Graves,Grade(s) K-4,E,Washington,368,66%,5,14%,>95%,97%,21,11,1,28%,78%,Yes,23,Decrease,5,25,83%,Decrease,7%,80%,Average,23%,Decrease,5%,49%,17%,Decrease,11%,46%,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,1129,Dilley Elementary School,Mariela Mireles,Grade(s) K-4,E,Washington,240,<5%,3,18%,22%,98%,12,7,1,18%,88%,Yes,24,No Change,,25,81%,Decrease,4%,80%,High,63%,No Change,,49%,65%,Decrease,1%,46%,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,1130,Echo Shaw Elementary School,Perla Rodriguez,Grade(s) K-6,E,Washington,421,63%,7,17%,84%,99%,22,12,1,17%,77%,Yes,25.5,Increase,1,25,89%,No Change,,80%,High,45%,No Change,,51%,42%,Increase,2%,42%,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,3986,Fern Hill Elementary School,Rogelio Martinez,Grade(s) K-4,E,Washington,261,42%,5,13%,>95%,98%,16,8,1,13%,67%,No,24,No Change,,25,83%,Decrease,3%,80%,Average,36%,Increase,5%,49%,31%,Increase,2%,46%,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,4595,Forest Grove Community School,Vanessa Gray,Grade(s) 1-8,E,Washington,201,*,4,14%,12%,91%,12,3,0,6%,90%,Yes,26,No Change,,25,89%,No Change,,80%,High,67%,Increase,3%,52%,57%,Decrease,6%,41%,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,1134,Forest Grove High School,Karen ONeill,Grade(s) 9-12,H,Washington,1840,41%,21,14%,52%,97%,83,31,6,10%,78%,Yes,25,No Change,,25,70%,Increase,1%,80%,,,,,,,,,,85%,Increase,9%,85%,81%,Increase,1%,79%,87%,No Change,,85%,54%,No Change,,62%
2241,Forest Grove SD 15,1132,Harvey Clarke Elementary School,Pete Moshinsky,Grade(s) K-4,E,Washington,493,8%,10,17%,36%,93%,24,12,2,12%,88%,Yes,25,No Change,,25,86%,No Change,,80%,High,60%,No Change,,49%,64%,Increase,2%,46%,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,1133,Joseph Gale Elementary School,Troy Fisher,Grade(s) K-4,E,Washington,506,25%,4,18%,69%,95%,25,19,1,18%,67%,No,26,Decrease,2,25,82%,Decrease,6%,80%,Low,26%,Decrease,9%,49%,26%,Decrease,1%,46%,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,1126,Neil Armstrong Middle School,Osvaldo Garcia-Contreras,Grade(s) 7-8,M,Washington,880,41%,6,15%,59%,97%,40,14,2,9%,74%,No,26,Decrease,5,25,80%,No Change,,80%,Low,44%,Decrease,8%,55%,26%,Decrease,4%,40%,,,,,,,,,,,,,,,,
2241,Forest Grove SD 15,1127,Tom McCall Upper Elementary,Seth Jones,Grade(s) 5-6,E,Washington,788,34%,7,16%,60%,96%,38,22,2,17%,80%,No,32,Decrease,1,25,84%,Decrease,2%,80%,Average,44%,Decrease,4%,54%,28%,Decrease,8%,38%,,,,,,,,,,,,,,,,
2248,Fossil SD 21J,1205,Fossil Charter School,Jim Smith,Grade(s) K-12,H,Wheeler,748,*,2,7%,25%,97%,23,<1,0,16%,90%,No,3,No Change,,25,76%,Decrease,17%,80%,,,,,,,,,,,Unavailable,,85%,100%,Increase,17%,79%,100%,Increase,10%,85%,,Unavailable,,62%
2020,Frenchglen SD 16,351,Frenchglen Elementary School,Carolyn Koskela,Grade(s) K-8,E,Harney,2,*,1,*,*,*,1,0,0,0%,100%,No,2,Decrease,2,25,*,Unavailable,,80%,*,,Unavailable,,52%,,Unavailable,,41%,,,,,,,,,,,,,,,,
2020,Frenchglen SD 16,4702,Silvies River Charter School,Eric Nichols,Grade(s) K-12,H,Harney,443,*,1,8%,5%,67%,16,<1,0,38%,86%,No,4,No Change,,25,>95%,No Change,,80%,,,,,,,,,,96%,Increase,>22%,85%,100%,Increase,41%,79%,73%,Increase,14%,85%,30%,Unavailable,,62%
2245,Gaston SD 511J,1194,Gaston Elementary School,Susan McKenzie,Grade(s) K-6,E,Washington,270,<5%,3,22%,46%,94%,13,5,0,20%,92%,No,23,No Change,,25,85%,Decrease,1%,80%,High,52%,Decrease,1%,51%,38%,Decrease,10%,42%,,,,,,,,,,,,,,,,
2245,Gaston SD 511J,1195,Gaston Jr/Sr High School,Summer Catino,Grade(s) 7-12,H,Washington,292,*,5,15%,38%,91%,16,3,1,16%,87%,Yes,20,Increase,1,25,79%,Increase,3%,80%,,,,,,,,,,91%,Decrease,>4%,85%,81%,Decrease,4%,79%,98%,Increase,9%,85%,63%,Decrease,2%,62%
2137,Gervais SD 1,5392,Frontier Charter Academy,Beau Neal,Grade(s) K-10,H,Marion,351,*,2,17%,47%,0%,13,0,0,75%,73%,Yes,29,Increase,2,25,86%,Decrease,>9%,80%,,,,,,,,,,48%,Decrease,4%,85%,,Unavailable,,79%,*,Unavailable,,85%,,Unavailable,,
2137,Gervais SD 1,776,Gervais Elementary School,Creighton Helms,Grade(s) K-5,E,Marion,417,55%,6,16%,>95%,95%,21,6,1,15%,77%,No,23,Decrease,1,25,75%,Decrease,5%,80%,High,41%,Increase,7%,51%,38%,Decrease,3%,43%,,,,,,,,,,,,,,,,
2137,Gervais SD 1,808,Gervais High School,Ken Stott,Grade(s) 9-12,H,Marion,284,57%,5,16%,>95%,92%,18,<1,1,17%,65%,No,20,Increase,3,25,74%,Decrease,5%,80%,,,,,,,,,,96%,Increase,>4%,85%,94%,Increase,2%,79%,97%,Decrease,2%,85%,53%,Increase,6%,62%
2137,Gervais SD 1,786,Gervais Middle School,Bob Martin,Grade(s) 6-8,M,Marion,248,54%,4,13%,>95%,91%,11,<1,1,15%,67%,Yes,21,Decrease,3,25,82%,Decrease,5%,80%,High,49%,Increase,7%,54%,46%,Decrease,2%,39%,,,,,,,,,,,,,,,,
2137,Gervais SD 1,4024,Samuel Brown Academy,Sylvia Garcia,Grade(s) 6-12,H,Marion,32,50%,3,*,>95%,100%,1,<1,0,68%,100%,No,3,Increase,2,25,60%,Increase,35%,80%,,,,,,,,,,,Unavailable,,85%,22%,Increase,9%,79%,33%,Increase,2%,85%,,Unavailable,,62%
1931,Gladstone SD 115,4719,Gladstone Center for Children and Families,Jere Applebee,Grade(s) K-K,E,Clackamas,120,10%,4,18%,48%,92%,6,2,0,2%,83%,No,23,Decrease,3,25,84%,Decrease,1%,80%,*,,Unavailable,,,,Unavailable,,,,,,,,,,,,,,,,,,
1931,Gladstone SD 115,138,Gladstone High School,Kevin Taylor,Grade(s) 9-12,H,Clackamas,632,9%,13,11%,37%,97%,28,4,2,13%,76%,Yes,27,Increase,5,25,80%,Increase,1%,80%,,,,,,,,,,81%,Decrease,>14%,85%,90%,Increase,4%,79%,92%,Increase,6%,85%,62%,No Change,,62%
1931,Gladstone SD 115,136,John Wetten Elementary School,Wendy Wilson,Grade(s) 1-5,E,Clackamas,721,10%,9,14%,44%,91%,37,5,1,7%,84%,Yes,27,Increase,1,25,85%,Increase,2%,80%,Average,55%,Decrease,4%,51%,46%,Decrease,2%,43%,,,,,,,,,,,,,,,,
